BHT_SIZE_BITS,PHT_SIZE_BITS,HIST_LEN,trace,instructions,branches,cond_branches,predictions,extra_cycles,short_misp,block_short_misp,mispredictions,p1_latency,p2_latency,energy_per_inst
7,11,7,test,2004999,396599,334545,2004999,115402,0,0,27833,1.00333,1.01667,262
7,11,8,test,2004999,396599,334545,2004999,122114,0,0,29654,1.12,1.13333,213
7,11,9,test,2004999,396599,334545,2004999,128307,0,0,31416,1.12667,1.14,229
7,11,10,test,2004999,396599,334545,2004999,133992,0,0,32502,1.13333,1.14667,244
7,11,11,test,2004999,396599,334545,2004999,138916,0,0,35626,1.14,1.15333,259
7,11,12,test,2004999,396599,334545,2004999,144069,0,0,36946,1.14667,1.16,274
7,12,4,test,2004999,396599,334545,2004999,92489,0,0,32903,1.11,1.12333,201
7,12,5,test,2004999,396599,334545,2004999,101449,0,0,30670,1.11333,1.12667,227
7,12,6,test,2004999,396599,334545,2004999,109071,0,0,28864,1.12667,1.14,253
7,12,7,test,2004999,396599,334545,2004999,115290,0,0,27812,1.14,1.15333,279
7,12,8,test,2004999,396599,334545,2004999,121983,0,0,29596,1.21,1.22333,314
7,12,9,test,2004999,396599,334545,2004999,128170,0,0,31383,1.21333,1.22667,338
7,12,10,test,2004999,396599,334545,2004999,133842,0,0,32506,1.26,1.27333,322
7,12,11,test,2004999,396599,334545,2004999,138772,0,0,35598,1.27,1.28333,345
7,12,12,test,2004999,396599,334545,2004999,143924,0,0,36912,1.28667,1.3,369
8,4,4,test,2004999,396599,334545,2004999,118433,0,0,44539,0.773333,0.786667,63
8,4,5,test,2004999,396599,334545,2004999,128876,0,0,41322,0.726667,0.74,63
8,4,6,test,2004999,396599,334545,2004999,138233,0,0,38572,0.74,0.753333,65
8,4,7,test,2004999,396599,334545,2004999,146472,0,0,36753,0.743333,0.756667,67
8,4,8,test,2004999,396599,334545,2004999,154681,0,0,35257,0.733333,0.746667,67
8,4,9,test,2004999,396599,334545,2004999,162266,0,0,38141,0.78,0.793333,73
8,4,10,test,2004999,396599,334545,2004999,169171,0,0,41375,0.78,0.793333,75
8,4,11,test,2004999,396599,334545,2004999,175259,0,0,43348,0.78,0.793333,77
8,4,12,test,2004999,396599,334545,2004999,181394,0,0,45049,0.783333,0.796667,79
8,5,4,test,2004999,396599,334545,2004999,104696,0,0,38492,0.79,0.803333,63
8,5,5,test,2004999,396599,334545,2004999,114759,0,0,36168,0.8,0.813333,68
8,5,6,test,2004999,396599,334545,2004999,123308,0,0,34280,0.803333,0.816667,71
8,5,7,test,2004999,396599,334545,2004999,131054,0,0,32934,0.806667,0.82,74
8,5,8,test,2004999,396599,334545,2004999,138122,0,0,31897,0.81,0.823333,76
8,5,9,test,2004999,396599,334545,2004999,145448,0,0,34610,0.833333,0.846667,81
8,5,10,test,2004999,396599,334545,2004999,151381,0,0,38050,0.833333,0.846667,84
8,5,11,test,2004999,396599,334545,2004999,156914,0,0,39465,0.836667,0.85,86
8,5,12,test,2004999,396599,334545,2004999,162076,0,0,40621,0.836667,0.85,89
8,6,4,test,2004999,396599,334545,2004999,100263,0,0,36028,0.823333,0.836667,72
8,6,5,test,2004999,396599,334545,2004999,109999,0,0,33708,0.83,0.843333,77
8,6,6,test,2004999,396599,334545,2004999,118205,0,0,31576,0.843333,0.856667,80
8,6,7,test,2004999,396599,334545,2004999,125162,0,0,30649,0.846667,0.86,83
8,6,8,test,2004999,396599,334545,2004999,131774,0,0,30042,0.826667,0.84,82
8,6,9,test,2004999,396599,334545,2004999,138215,0,0,31979,0.88,0.893333,92
8,6,10,test,2004999,396599,334545,2004999,144099,0,0,33559,0.863333,0.876667,90
8,6,11,test,2004999,396599,334545,2004999,149220,0,0,34928,0.876667,0.89,94
8,6,12,test,2004999,396599,334545,2004999,154047,0,0,37054,0.88,0.893333,97
8,7,4,test,2004999,396599,334545,2004999,98444,0,0,36359,0.843333,0.856667,79
8,7,5,test,2004999,396599,334545,2004999,108151,0,0,34115,0.846667,0.86,84
8,7,6,test,2004999,396599,334545,2004999,116336,0,0,32019,0.86,0.873333,89
8,7,7,test,2004999,396599,334545,2004999,123301,0,0,30361,0.863333,0.876667,94
8,7,8,test,2004999,396599,334545,2004999,130243,0,0,29124,0.87,0.883333,99
8,7,9,test,2004999,396599,334545,2004999,136887,0,0,32072,0.9,0.913333,103
8,7,10,test,2004999,396599,334545,2004999,142879,0,0,33503,0.903333,0.916667,106
8,7,11,test,2004999,396599,334545,2004999,148064,0,0,35063,0.906667,0.92,110
8,7,12,test,2004999,396599,334545,2004999,152845,0,0,36416,0.906667,0.92,114
8,8,4,test,2004999,396599,334545,2004999,93238,0,0,33273,0.846667,0.86,90
8,8,5,test,2004999,396599,334545,2004999,102338,0,0,31135,0.843333,0.856667,95
8,8,6,test,2004999,396599,334545,2004999,110096,0,0,29312,0.846667,0.86,101
8,8,7,test,2004999,396599,334545,2004999,116445,0,0,28272,0.853333,0.866667,107
8,8,8,test,2004999,396599,334545,2004999,123100,0,0,27762,0.856667,0.87,113
8,8,9,test,2004999,396599,334545,2004999,129397,0,0,29230,0.893333,0.906667,122
8,8,10,test,2004999,396599,334545,2004999,135074,0,0,30845,0.896667,0.91,129
8,8,11,test,2004999,396599,334545,2004999,139953,0,0,32060,0.9,0.913333,136
8,8,12,test,2004999,396599,334545,2004999,144556,0,0,33959,0.906667,0.92,151
8,9,4,test,2004999,396599,334545,2004999,93482,0,0,33269,0.873333,0.886667,109
8,9,5,test,2004999,396599,334545,2004999,102588,0,0,31043,0.896667,0.91,123
8,9,6,test,2004999,396599,334545,2004999,110366,0,0,29200,0.89,0.903333,141
8,9,7,test,2004999,396599,334545,2004999,116749,0,0,28149,0.896667,0.91,153
8,9,8,test,2004999,396599,334545,2004999,123447,0,0,27613,0.903333,0.916667,164
8,9,9,test,2004999,396599,334545,2004999,129776,0,0,28985,0.966667,0.98,152
8,9,10,test,2004999,396599,334545,2004999,135503,0,0,30522,0.97,0.983333,160
8,9,11,test,2004999,396599,334545,2004999,140434,0,0,31758,0.973333,0.986667,168
8,9,12,test,2004999,396599,334545,2004999,145097,0,0,33640,0.973333,0.986667,188
8,10,4,test,2004999,396599,334545,2004999,92784,0,0,33000,0.916667,0.93,157
8,10,5,test,2004999,396599,334545,2004999,101780,0,0,30816,0.94,0.953333,179
8,10,6,test,2004999,396599,334545,2004999,109440,0,0,29024,0.956667,0.97,173
8,10,7,test,2004999,396599,334545,2004999,115710,0,0,27970,0.96,0.973333,187
8,10,8,test,2004999,396599,334545,2004999,122300,0,0,27448,0.966667,0.98,200
8,10,9,test,2004999,396599,334545,2004999,128517,0,0,28798,1.00667,1.02,217
8,10,10,test,2004999,396599,334545,2004999,134131,0,0,30323,1.02333,1.03667,232
8,10,11,test,2004999,396599,334545,2004999,138930,0,0,31514,1.03,1.04333,247
8,10,12,test,2004999,396599,334545,2004999,143474,0,0,33359,1.03667,1.05,262
8,11,4,test,2004999,396599,334545,2004999,92576,0,0,32915,0.983333,0.996667,191
8,11,5,test,2004999,396599,334545,2004999,101541,0,0,30700,1.00333,1.01667,219
8,11,6,test,2004999,396599,334545,2004999,109175,0,0,28871,1.01667,1.03,246
8,11,7,test,2004999,396599,334545,2004999,115402,0,0,27833,1.03333,1.04667,273
8,11,8,test,2004999,396599,334545,2004999,121959,0,0,27357,1.12667,1.14,222
8,11,9,test,2004999,396599,334545,2004999,128142,0,0,28659,1.16667,1.18,241
8,11,10,test,2004999,396599,334545,2004999,133725,0,0,30133,1.17333,1.18667,256
8,11,11,test,2004999,396599,334545,2004999,138501,0,0,31343,1.18,1.19333,271
8,11,12,test,2004999,396599,334545,2004999,143007,0,0,33171,1.18667,1.2,286
8,12,4,test,2004999,396599,334545,2004999,92489,0,0,32903,1.14,1.15333,213
8,12,5,test,2004999,396599,334545,2004999,101449,0,0,30670,1.15333,1.16667,238
8,12,6,test,2004999,396599,334545,2004999,109071,0,0,28864,1.16667,1.18,264
8,12,7,test,2004999,396599,334545,2004999,115290,0,0,27812,1.18,1.19333,291
8,12,8,test,2004999,396599,334545,2004999,121832,0,0,27330,1.19667,1.21,317
8,12,9,test,2004999,396599,334545,2004999,128008,0,0,28659,1.24333,1.25667,350
8,12,10,test,2004999,396599,334545,2004999,133578,0,0,30118,1.3,1.31333,333
8,12,11,test,2004999,396599,334545,2004999,138357,0,0,31306,1.31,1.32333,357
8,12,12,test,2004999,396599,334545,2004999,142856,0,0,33116,1.32667,1.34,381
9,4,4,test,2004999,396599,334545,2004999,118433,0,0,44539,0.786667,0.8,74
9,4,5,test,2004999,396599,334545,2004999,128876,0,0,41322,0.74,0.753333,75
9,4,6,test,2004999,396599,334545,2004999,138233,0,0,38572,0.743333,0.756667,77
9,4,7,test,2004999,396599,334545,2004999,146472,0,0,36753,0.756667,0.77,79
9,4,8,test,2004999,396599,334545,2004999,154681,0,0,35257,0.756667,0.77,81
9,4,9,test,2004999,396599,334545,2004999,162056,0,0,33982,0.76,0.773333,83
9,4,10,test,2004999,396599,334545,2004999,169338,0,0,37107,0.793333,0.806667,87
9,4,11,test,2004999,396599,334545,2004999,175211,0,0,40061,0.783333,0.796667,89
9,4,12,test,2004999,396599,334545,2004999,181023,0,0,40777,0.786667,0.8,90
9,5,4,test,2004999,396599,334545,2004999,104696,0,0,38492,0.813333,0.826667,77
9,5,5,test,2004999,396599,334545,2004999,114759,0,0,36168,0.813333,0.826667,80
9,5,6,test,2004999,396599,334545,2004999,123308,0,0,34280,0.806667,0.82,82
9,5,7,test,2004999,396599,334545,2004999,131054,0,0,32934,0.81,0.823333,84
9,5,8,test,2004999,396599,334545,2004999,138122,0,0,31897,0.813333,0.826667,86
9,5,9,test,2004999,396599,334545,2004999,144942,0,0,30777,0.803333,0.816667,89
9,5,10,test,2004999,396599,334545,2004999,151310,0,0,33545,0.836667,0.85,93
9,5,11,test,2004999,396599,334545,2004999,157064,0,0,36623,0.85,0.863333,96
9,5,12,test,2004999,396599,334545,2004999,161945,0,0,37883,0.85,0.863333,98
9,6,4,test,2004999,396599,334545,2004999,100263,0,0,36028,0.826667,0.84,82
9,6,5,test,2004999,396599,334545,2004999,109999,0,0,33708,0.833333,0.846667,86
9,6,6,test,2004999,396599,334545,2004999,118205,0,0,31576,0.846667,0.86,89
9,6,7,test,2004999,396599,334545,2004999,125162,0,0,30649,0.85,0.863333,93
9,6,8,test,2004999,396599,334545,2004999,131774,0,0,30042,0.85,0.863333,96
9,6,9,test,2004999,396599,334545,2004999,138213,0,0,29327,0.85,0.863333,99
9,6,10,test,2004999,396599,334545,2004999,144192,0,0,30947,0.886667,0.9,104
9,6,11,test,2004999,396599,334545,2004999,149205,0,0,32622,0.89,0.903333,107
9,6,12,test,2004999,396599,334545,2004999,154156,0,0,33702,0.893333,0.906667,109
9,7,4,test,2004999,396599,334545,2004999,98444,0,0,36359,0.866667,0.88,93
9,7,5,test,2004999,396599,334545,2004999,108151,0,0,34115,0.87,0.883333,97
9,7,6,test,2004999,396599,334545,2004999,116336,0,0,32019,0.873333,0.886667,101
9,7,7,test,2004999,396599,334545,2004999,123301,0,0,30361,0.866667,0.88,105
9,7,8,test,2004999,396599,334545,2004999,130243,0,0,29124,0.873333,0.886667,109
9,7,9,test,2004999,396599,334545,2004999,136639,0,0,27977,0.87,0.883333,110
9,7,10,test,2004999,396599,334545,2004999,142836,0,0,31241,0.906667,0.92,116
9,7,11,test,2004999,396599,334545,2004999,147853,0,0,32182,0.91,0.923333,120
9,7,12,test,2004999,396599,334545,2004999,152787,0,0,33290,0.91,0.923333,124
9,8,4,test,2004999,396599,334545,2004999,93238,0,0,33273,0.85,0.863333,100
9,8,5,test,2004999,396599,334545,2004999,102338,0,0,31135,0.846667,0.86,105
9,8,6,test,2004999,396599,334545,2004999,110096,0,0,29312,0.85,0.863333,111
9,8,7,test,2004999,396599,334545,2004999,116445,0,0,28272,0.856667,0.87,117
9,8,8,test,2004999,396599,334545,2004999,123100,0,0,27762,0.89,0.903333,133
9,8,9,test,2004999,396599,334545,2004999,129277,0,0,27097,0.863333,0.876667,129
9,8,10,test,2004999,396599,334545,2004999,135028,0,0,28323,0.9,0.913333,138
9,8,11,test,2004999,396599,334545,2004999,139831,0,0,29944,0.913333,0.926667,145
9,8,12,test,2004999,396599,334545,2004999,144535,0,0,30727,0.91,0.923333,160
9,9,4,test,2004999,396599,334545,2004999,93482,0,0,33269,0.906667,0.92,129
9,9,5,test,2004999,396599,334545,2004999,102588,0,0,31043,0.9,0.913333,132
9,9,6,test,2004999,396599,334545,2004999,110366,0,0,29200,0.893333,0.906667,150
9,9,7,test,2004999,396599,334545,2004999,116749,0,0,28149,0.9,0.913333,162
9,9,8,test,2004999,396599,334545,2004999,123447,0,0,27613,0.916667,0.93,174
9,9,9,test,2004999,396599,334545,2004999,129667,0,0,26959,0.936667,0.95,159
9,9,10,test,2004999,396599,334545,2004999,135462,0,0,28159,0.973333,0.986667,169
9,9,11,test,2004999,396599,334545,2004999,140308,0,0,29658,0.976667,0.99,177
9,9,12,test,2004999,396599,334545,2004999,145069,0,0,30351,0.976667,0.99,198
9,10,4,test,2004999,396599,334545,2004999,92784,0,0,33000,0.93,0.943333,167
9,10,5,test,2004999,396599,334545,2004999,101780,0,0,30816,0.943333,0.956667,188
9,10,6,test,2004999,396599,334545,2004999,109440,0,0,29024,0.96,0.973333,183
9,10,7,test,2004999,396599,334545,2004999,115710,0,0,27970,0.963333,0.976667,196
9,10,8,test,2004999,396599,334545,2004999,122300,0,0,27448,1,1.01333,221
9,10,9,test,2004999,396599,334545,2004999,128401,0,0,26771,0.986667,1,224
9,10,10,test,2004999,396599,334545,2004999,134076,0,0,27989,1.02667,1.04,242
9,10,11,test,2004999,396599,334545,2004999,138812,0,0,29433,1.03333,1.04667,256
9,10,12,test,2004999,396599,334545,2004999,143454,0,0,30086,1.04,1.05333,271
9,11,4,test,2004999,396599,334545,2004999,92576,0,0,32915,1.01667,1.03,212
9,11,5,test,2004999,396599,334545,2004999,101541,0,0,30700,1.00667,1.02,228
9,11,6,test,2004999,396599,334545,2004999,109175,0,0,28871,1.02,1.03333,256
9,11,7,test,2004999,396599,334545,2004999,115402,0,0,27833,1.04667,1.06,283
9,11,8,test,2004999,396599,334545,2004999,121959,0,0,27357,1.13,1.14333,232
9,11,9,test,2004999,396599,334545,2004999,128034,0,0,26708,1.13667,1.15,248
9,11,10,test,2004999,396599,334545,2004999,133682,0,0,27864,1.17667,1.19,265
9,11,11,test,2004999,396599,334545,2004999,138378,0,0,29286,1.18333,1.19667,280
9,11,12,test,2004999,396599,334545,2004999,142990,0,0,29933,1.19,1.20333,296
9,12,4,test,2004999,396599,334545,2004999,92489,0,0,32903,1.15333,1.16667,223
9,12,5,test,2004999,396599,334545,2004999,101449,0,0,30670,1.15667,1.17,248
9,12,6,test,2004999,396599,334545,2004999,109071,0,0,28864,1.17,1.18333,274
9,12,7,test,2004999,396599,334545,2004999,115290,0,0,27812,1.18333,1.19667,300
9,12,8,test,2004999,396599,334545,2004999,121832,0,0,27330,1.23,1.24333,338
9,12,9,test,2004999,396599,334545,2004999,127899,0,0,26691,1.22333,1.23667,357
9,12,10,test,2004999,396599,334545,2004999,133535,0,0,27850,1.30333,1.31667,343
9,12,11,test,2004999,396599,334545,2004999,138231,0,0,29272,1.31333,1.32667,367
9,12,12,test,2004999,396599,334545,2004999,142838,0,0,29914,1.33,1.34333,391
10,4,4,test,2004999,396599,334545,2004999,118433,0,0,44539,0.823333,0.836667,93
10,4,5,test,2004999,396599,334545,2004999,128876,0,0,41322,0.776667,0.79,94
10,4,6,test,2004999,396599,334545,2004999,138233,0,0,38572,0.78,0.793333,96
10,4,7,test,2004999,396599,334545,2004999,146472,0,0,36753,0.783333,0.796667,98
10,4,8,test,2004999,396599,334545,2004999,154681,0,0,35257,0.783333,0.796667,97
10,4,9,test,2004999,396599,334545,2004999,162056,0,0,33982,0.786667,0.8,102
10,4,10,test,2004999,396599,334545,2004999,168963,0,0,33070,0.786667,0.8,104
10,4,11,test,2004999,396599,334545,2004999,175250,0,0,36079,0.82,0.833333,108
10,4,12,test,2004999,396599,334545,2004999,181030,0,0,38745,0.823333,0.836667,111
10,5,4,test,2004999,396599,334545,2004999,104696,0,0,38492,0.84,0.853333,93
10,5,5,test,2004999,396599,334545,2004999,114759,0,0,36168,0.85,0.863333,99
10,5,6,test,2004999,396599,334545,2004999,123308,0,0,34280,0.853333,0.866667,101
10,5,7,test,2004999,396599,334545,2004999,131054,0,0,32934,0.856667,0.87,104
10,5,8,test,2004999,396599,334545,2004999,138122,0,0,31897,0.86,0.873333,107
10,5,9,test,2004999,396599,334545,2004999,144942,0,0,30777,0.85,0.863333,110
10,5,10,test,2004999,396599,334545,2004999,151150,0,0,29881,0.85,0.863333,112
10,5,11,test,2004999,396599,334545,2004999,156785,0,0,32616,0.886667,0.9,117
10,5,12,test,2004999,396599,334545,2004999,161876,0,0,35582,0.886667,0.9,120
10,6,4,test,2004999,396599,334545,2004999,100263,0,0,36028,0.873333,0.886667,103
10,6,5,test,2004999,396599,334545,2004999,109999,0,0,33708,0.88,0.893333,107
10,6,6,test,2004999,396599,334545,2004999,118205,0,0,31576,0.883333,0.896667,111
10,6,7,test,2004999,396599,334545,2004999,125162,0,0,30649,0.886667,0.9,114
10,6,8,test,2004999,396599,334545,2004999,131774,0,0,30042,0.876667,0.89,112
10,6,9,test,2004999,396599,334545,2004999,138213,0,0,29327,0.886667,0.9,121
10,6,10,test,2004999,396599,334545,2004999,144083,0,0,28273,0.9,0.913333,124
10,6,11,test,2004999,396599,334545,2004999,149265,0,0,29781,0.936667,0.95,130
10,6,12,test,2004999,396599,334545,2004999,154090,0,0,32000,0.94,0.953333,134
10,7,4,test,2004999,396599,334545,2004999,98444,0,0,36359,0.893333,0.906667,109
10,7,5,test,2004999,396599,334545,2004999,108151,0,0,34115,0.916667,0.93,120
10,7,6,test,2004999,396599,334545,2004999,116336,0,0,32019,0.92,0.933333,125
10,7,7,test,2004999,396599,334545,2004999,123301,0,0,30361,0.923333,0.936667,130
10,7,8,test,2004999,396599,334545,2004999,130243,0,0,29124,0.93,0.943333,135
10,7,9,test,2004999,396599,334545,2004999,136639,0,0,27977,0.926667,0.94,137
10,7,10,test,2004999,396599,334545,2004999,142609,0,0,27229,0.93,0.943333,142
10,7,11,test,2004999,396599,334545,2004999,147806,0,0,30000,0.966667,0.98,149
10,7,12,test,2004999,396599,334545,2004999,152597,0,0,30715,0.976667,0.99,154
10,8,4,test,2004999,396599,334545,2004999,93238,0,0,33273,0.906667,0.92,126
10,8,5,test,2004999,396599,334545,2004999,102338,0,0,31135,0.903333,0.916667,132
10,8,6,test,2004999,396599,334545,2004999,110096,0,0,29312,0.916667,0.93,139
10,8,7,test,2004999,396599,334545,2004999,116445,0,0,28272,0.923333,0.936667,147
10,8,8,test,2004999,396599,334545,2004999,123100,0,0,27762,0.906667,0.92,144
10,8,9,test,2004999,396599,334545,2004999,129277,0,0,27097,0.91,0.923333,151
10,8,10,test,2004999,396599,334545,2004999,134921,0,0,26194,0.913333,0.926667,158
10,8,11,test,2004999,396599,334545,2004999,139898,0,0,27502,0.95,0.963333,168
10,8,12,test,2004999,396599,334545,2004999,144488,0,0,28869,0.946667,0.96,183
10,9,4,test,2004999,396599,334545,2004999,93482,0,0,33269,0.923333,0.936667,140
10,9,5,test,2004999,396599,334545,2004999,102588,0,0,31043,0.946667,0.96,154
10,9,6,test,2004999,396599,334545,2004999,110366,0,0,29200,0.93,0.943333,172
10,9,7,test,2004999,396599,334545,2004999,116749,0,0,28149,0.946667,0.96,184
10,9,8,test,2004999,396599,334545,2004999,123447,0,0,27613,0.953333,0.966667,196
10,9,9,test,2004999,396599,334545,2004999,129667,0,0,26959,0.983333,0.996667,181
10,9,10,test,2004999,396599,334545,2004999,135358,0,0,26093,0.986667,1,189
10,9,11,test,2004999,396599,334545,2004999,140384,0,0,27291,1.02333,1.03667,200
10,9,12,test,2004999,396599,334545,2004999,145028,0,0,28621,1.02333,1.03667,220
10,10,4,test,2004999,396599,334545,2004999,92784,0,0,33000,0.966667,0.98,188
10,10,5,test,2004999,396599,334545,2004999,101780,0,0,30816,0.98,0.993333,210
10,10,6,test,2004999,396599,334545,2004999,109440,0,0,29024,1.00667,1.02,204
10,10,7,test,2004999,396599,334545,2004999,115710,0,0,27970,1.01,1.02333,218
10,10,8,test,2004999,396599,334545,2004999,122300,0,0,27448,1.01667,1.03,231
10,10,9,test,2004999,396599,334545,2004999,128401,0,0,26771,1.02333,1.03667,246
10,10,10,test,2004999,396599,334545,2004999,133972,0,0,25889,1.03,1.04333,261
10,10,11,test,2004999,396599,334545,2004999,138886,0,0,27114,1.07,1.08333,279
10,10,12,test,2004999,396599,334545,2004999,143398,0,0,28445,1.08667,1.1,294
10,11,4,test,2004999,396599,334545,2004999,92576,0,0,32915,1.03333,1.04667,223
10,11,5,test,2004999,396599,334545,2004999,101541,0,0,30700,1.04333,1.05667,250
10,11,6,test,2004999,396599,334545,2004999,109175,0,0,28871,1.06667,1.08,278
10,11,7,test,2004999,396599,334545,2004999,115402,0,0,27833,1.08333,1.09667,305
10,11,8,test,2004999,396599,334545,2004999,121959,0,0,27357,1.17667,1.19,254
10,11,9,test,2004999,396599,334545,2004999,128034,0,0,26708,1.18333,1.19667,270
10,11,10,test,2004999,396599,334545,2004999,133580,0,0,25870,1.19,1.20333,285
10,11,11,test,2004999,396599,334545,2004999,138452,0,0,26998,1.23,1.24333,303
10,11,12,test,2004999,396599,334545,2004999,142943,0,0,28258,1.23667,1.25,318
10,12,4,test,2004999,396599,334545,2004999,92489,0,0,32903,1.19,1.20333,245
10,12,5,test,2004999,396599,334545,2004999,101449,0,0,30670,1.20333,1.21667,270
10,12,6,test,2004999,396599,334545,2004999,109071,0,0,28864,1.21667,1.23,296
10,12,7,test,2004999,396599,334545,2004999,115290,0,0,27812,1.22,1.23333,323
10,12,8,test,2004999,396599,334545,2004999,121832,0,0,27330,1.23667,1.25,349
10,12,9,test,2004999,396599,334545,2004999,127899,0,0,26691,1.26,1.27333,380
10,12,10,test,2004999,396599,334545,2004999,133435,0,0,25858,1.30667,1.32,363
10,12,11,test,2004999,396599,334545,2004999,138309,0,0,26964,1.36,1.37333,390
10,12,12,test,2004999,396599,334545,2004999,142792,0,0,28232,1.36667,1.38,414
11,4,4,test,2004999,396599,334545,2004999,118433,0,0,44539,0.886667,0.9,139
11,4,5,test,2004999,396599,334545,2004999,128876,0,0,41322,0.84,0.853333,140
11,4,6,test,2004999,396599,334545,2004999,138233,0,0,38572,0.843333,0.856667,142
11,4,7,test,2004999,396599,334545,2004999,146472,0,0,36753,0.846667,0.86,144
11,4,8,test,2004999,396599,334545,2004999,154681,0,0,35257,0.846667,0.86,146
11,4,9,test,2004999,396599,334545,2004999,162056,0,0,33982,0.85,0.863333,147
11,4,10,test,2004999,396599,334545,2004999,168963,0,0,33070,0.85,0.863333,149
11,4,11,test,2004999,396599,334545,2004999,175114,0,0,32655,0.85,0.863333,151
11,4,12,test,2004999,396599,334545,2004999,181148,0,0,35373,0.886667,0.9,156
11,5,4,test,2004999,396599,334545,2004999,104696,0,0,38492,0.903333,0.916667,142
11,5,5,test,2004999,396599,334545,2004999,114759,0,0,36168,0.903333,0.916667,144
11,5,6,test,2004999,396599,334545,2004999,123308,0,0,34280,0.906667,0.92,146
11,5,7,test,2004999,396599,334545,2004999,131054,0,0,32934,0.91,0.923333,148
11,5,8,test,2004999,396599,334545,2004999,138122,0,0,31897,0.913333,0.926667,150
11,5,9,test,2004999,396599,334545,2004999,144942,0,0,30777,0.903333,0.916667,153
11,5,10,test,2004999,396599,334545,2004999,151150,0,0,29881,0.903333,0.916667,155
11,5,11,test,2004999,396599,334545,2004999,156619,0,0,29400,0.906667,0.92,158
11,5,12,test,2004999,396599,334545,2004999,161942,0,0,31332,0.94,0.953333,163
11,6,4,test,2004999,396599,334545,2004999,100263,0,0,36028,0.926667,0.94,146
11,6,5,test,2004999,396599,334545,2004999,109999,0,0,33708,0.933333,0.946667,150
11,6,6,test,2004999,396599,334545,2004999,118205,0,0,31576,0.936667,0.95,154
11,6,7,test,2004999,396599,334545,2004999,125162,0,0,30649,0.94,0.953333,157
11,6,8,test,2004999,396599,334545,2004999,131774,0,0,30042,0.94,0.953333,161
11,6,9,test,2004999,396599,334545,2004999,138213,0,0,29327,0.94,0.953333,164
11,6,10,test,2004999,396599,334545,2004999,144083,0,0,28273,0.943333,0.956667,166
11,6,11,test,2004999,396599,334545,2004999,149163,0,0,27473,0.946667,0.96,169
11,6,12,test,2004999,396599,334545,2004999,154221,0,0,28854,0.983333,0.996667,175
11,7,4,test,2004999,396599,334545,2004999,98444,0,0,36359,0.956667,0.97,158
11,7,5,test,2004999,396599,334545,2004999,108151,0,0,34115,0.96,0.973333,162
11,7,6,test,2004999,396599,334545,2004999,116336,0,0,32019,0.963333,0.976667,166
11,7,7,test,2004999,396599,334545,2004999,123301,0,0,30361,0.966667,0.98,170
11,7,8,test,2004999,396599,334545,2004999,130243,0,0,29124,0.973333,0.986667,173
11,7,9,test,2004999,396599,334545,2004999,136639,0,0,27977,0.97,0.983333,175
11,7,10,test,2004999,396599,334545,2004999,142609,0,0,27229,0.973333,0.986667,180
11,7,11,test,2004999,396599,334545,2004999,147704,0,0,26545,0.976667,0.99,184
11,7,12,test,2004999,396599,334545,2004999,152717,0,0,29117,1.01,1.02333,192
11,8,4,test,2004999,396599,334545,2004999,93238,0,0,33273,0.95,0.963333,165
11,8,5,test,2004999,396599,334545,2004999,102338,0,0,31135,0.946667,0.96,170
11,8,6,test,2004999,396599,334545,2004999,110096,0,0,29312,0.95,0.963333,178
11,8,7,test,2004999,396599,334545,2004999,116445,0,0,28272,0.966667,0.98,185
11,8,8,test,2004999,396599,334545,2004999,123100,0,0,27762,0.97,0.983333,193
11,8,9,test,2004999,396599,334545,2004999,129277,0,0,27097,0.973333,0.986667,199
11,8,10,test,2004999,396599,334545,2004999,134921,0,0,26194,0.976667,0.99,204
11,8,11,test,2004999,396599,334545,2004999,139785,0,0,25498,0.97,0.983333,210
11,8,12,test,2004999,396599,334545,2004999,144591,0,0,26559,1,1.01333,226
11,9,4,test,2004999,396599,334545,2004999,93482,0,0,33269,0.986667,1,189
11,9,5,test,2004999,396599,334545,2004999,102588,0,0,31043,1.01,1.02333,200
11,9,6,test,2004999,396599,334545,2004999,110366,0,0,29200,0.983333,0.996667,216
11,9,7,test,2004999,396599,334545,2004999,116749,0,0,28149,0.99,1.00333,225
11,9,8,test,2004999,396599,334545,2004999,123447,0,0,27613,0.996667,1.01,234
11,9,9,test,2004999,396599,334545,2004999,129667,0,0,26959,1.02667,1.04,221
11,9,10,test,2004999,396599,334545,2004999,135358,0,0,26093,1.03,1.04333,231
11,9,11,test,2004999,396599,334545,2004999,140275,0,0,25395,1.03333,1.04667,237
11,9,12,test,2004999,396599,334545,2004999,145131,0,0,26419,1.06667,1.08,260
11,10,4,test,2004999,396599,334545,2004999,92784,0,0,33000,1.01,1.02333,227
11,10,5,test,2004999,396599,334545,2004999,101780,0,0,30816,1.02333,1.03667,249
11,10,6,test,2004999,396599,334545,2004999,109440,0,0,29024,1.05,1.06333,244
11,10,7,test,2004999,396599,334545,2004999,115710,0,0,27970,1.05333,1.06667,258
11,10,8,test,2004999,396599,334545,2004999,122300,0,0,27448,1.1,1.11333,292
11,10,9,test,2004999,396599,334545,2004999,128401,0,0,26771,1.06667,1.08,284
11,10,10,test,2004999,396599,334545,2004999,133972,0,0,25889,1.07333,1.08667,299
11,10,11,test,2004999,396599,334545,2004999,138769,0,0,25209,1.08,1.09333,314
11,10,12,test,2004999,396599,334545,2004999,143506,0,0,26261,1.12,1.13333,332
